2004,90406016,缪煜清,副教授,上海理工大学,416
2004,20406011,罗行,讲师,上海理工大学,417
2004,20406011,马虎根,教授,上海理工大学,418
2010,21003089,任平,讲师,上海电力大学,419
2005,20576069,周国定,教授,上海电力大学,420
2004,20406009,周国定,教授,上海电力大学,420
2007,20776083,周国定,教授,上海电力大学,420
2005,20576069,廖强强,讲师,上海电力大学,421
2004,20406009,廖强强,讲师,上海电力大学,421
2004,20406009,张大全,副教授,上海电力大学,422
2004,20407006,李和兴,教授,上海电力大学,423
2010,21003089,李巧霞,讲师,上海电力大学,424
2010,21003089,梁磊,副教授,上海电力大学,425
2005,20576069,王罗春,副教授,上海电力大学,426
2004,20406009,解群,副教授,上海电力大学,427
2007,20776083,辛志玲,讲师,上海电力大学,428
2008,20876044,郑小霞,讲师,上海电力大学,429
2007,20776083,郑红艾,讲师,上海电力大学,430
2008,20871005,闵宇霖,讲师,上海电力大学,431
2005,20576069,高立新,副教授,上海电力大学,432
2007,20776083,高立新,副教授,上海电力大学,432
2001,20177015,何高荣,高级工程师,上海石化股份有限公司,433
2001,20177015,薛丹青,高级工程师,上海石化股份有限公司,434
2001,20177015,鲍其鼐,高级工程师,上海石化股份有限公司,435
2010,21032003,梁广鑫,教授,上海科技大学,436
2002,20236040,孙祥明,副教授,上海科新生物技术股份有限公司,437
2004,20474010,王利军,讲师,上海第二工业大学,438
2005,20501015,靳海英,讲师,上海第二工业大学,439
2010,21005018,陈宗保,讲师,上饶师范学院,440
2008,20804037,朝仓哲郎,教授,东京农工大学,441
2004,20404011,朝仓哲郎,教授,东京农工大学,441
2008,20875011,于永丽,副教授,东北大学,442
2006,20675011,于永丽,副教授,东北大学,442
2006,20635010,何荣桓,教授,东北大学,443
2006,20675011,刘梅英,讲师,东北大学,444
2003,20374009,孟凡宝,副教授,东北大学,445
2009,20976029,安静,讲师,东北大学,446
